events,batter,pitcher,stand,p_throws,home_team,pitcher_game_pitch_count,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9
strikeout,687952,657508,R,R,CIN,18,668939,663624,676059,602104,622761,681297,663630,623993
field_out,663697,657508,R,R,CIN,20,668939,663624,676059,602104,622761,681297,663630,623993
single,683002,671096,L,L,CIN,3,663886,687952,663697,669289,682829,668715,656413,666181
single,668939,671096,R,L,CIN,7,663886,687952,663697,669289,682829,668715,656413,666181
field_out,663624,671096,R,L,CIN,10,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,623993,671096,R,L,CIN,14,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,676059,671096,R,L,CIN,18,663886,687952,663697,669289,682829,668715,656413,666181
field_out,663697,607644,R,L,CIN,5,543510,663624,622761,676059,683002,663630,656775,623993
strikeout,682829,607644,R,L,CIN,12,543510,663624,622761,676059,683002,663630,656775,623993
field_out,668715,607644,R,L,CIN,14,543510,663624,622761,676059,683002,663630,656775,623993
field_out,622761,671096,R,L,CIN,23,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,656775,671096,L,L,CIN,29,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,543510,671096,R,L,CIN,34,663886,687952,663697,669289,682829,668715,656413,666181
field_out,663886,607644,R,L,CIN,16,543510,663624,622761,676059,683002,663630,656775,623993
single,687952,607644,R,L,CIN,21,543510,663624,622761,676059,683002,663630,656775,623993
strikeout,600869,607644,R,L,CIN,25,543510,663624,622761,676059,683002,663630,656775,623993
field_out,669289,607644,R,L,CIN,28,543510,663624,622761,676059,683002,663630,656775,623993
field_out,663630,671096,R,L,CIN,37,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,683002,671096,L,L,CIN,41,663886,687952,663697,669289,682829,668715,656413,666181
single,668939,671096,R,L,CIN,44,663886,687952,663697,669289,682829,668715,656413,666181
single,663624,671096,R,L,CIN,51,663886,687952,663697,669289,682829,668715,656413,666181
field_out,623993,671096,R,L,CIN,55,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,666181,607644,L,L,CIN,32,543510,663624,622761,676059,683002,663630,656775,623993
strikeout,656413,607644,R,L,CIN,37,543510,663624,622761,676059,683002,663630,656775,623993
double,663697,607644,R,L,CIN,41,543510,663624,622761,676059,683002,663630,656775,623993
field_out,682829,607644,R,L,CIN,44,543510,663624,622761,676059,683002,663630,656775,623993
strikeout,676059,671096,R,L,CIN,59,663886,687952,663697,669289,682829,668715,656413,666181
home_run,622761,671096,R,L,CIN,63,663886,687952,663697,669289,682829,668715,656413,666181
double,656775,671096,L,L,CIN,65,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,543510,671096,R,L,CIN,70,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,663630,671096,R,L,CIN,75,663886,687952,663697,669289,682829,668715,656413,666181
field_out,668715,607644,R,L,CIN,45,543510,663624,622761,676059,683002,663630,656775,623993
field_out,663886,607644,R,L,CIN,46,543510,663624,622761,676059,683002,663630,656775,623993
strikeout,687952,607644,R,L,CIN,50,543510,663624,622761,676059,683002,663630,656775,623993
field_out,683002,671096,L,L,CIN,78,663886,687952,663697,669289,682829,668715,656413,666181
home_run,668939,671096,R,L,CIN,79,663886,687952,663697,669289,682829,668715,656413,666181
field_out,663624,671096,R,L,CIN,83,663886,687952,663697,669289,682829,668715,656413,666181
field_out,623993,671096,R,L,CIN,84,663886,687952,663697,669289,682829,668715,656413,666181
field_out,600869,607644,R,L,CIN,51,543510,663624,622761,676059,683002,663630,656775,623993
strikeout,669289,607644,R,L,CIN,55,543510,663624,622761,676059,683002,663630,656775,623993
field_out,666181,607644,L,L,CIN,60,543510,663624,622761,676059,683002,663630,656775,623993
field_out,676059,607259,R,R,CIN,3,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,622761,607259,R,R,CIN,6,663886,687952,663697,669289,682829,668715,656413,666181
field_out,656775,607259,L,R,CIN,7,663886,687952,663697,669289,682829,668715,656413,666181
field_out,656413,607644,R,L,CIN,61,543510,663624,622761,676059,683002,663630,656775,623993
single,663697,607644,R,L,CIN,66,543510,663624,622761,676059,683002,663630,656775,623993
strikeout,682829,607644,R,L,CIN,72,543510,663624,622761,676059,683002,663630,656775,623993
field_out,543510,607259,R,R,CIN,9,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,681297,607259,L,R,CIN,12,663886,687952,663697,669289,682829,668715,656413,666181
walk,683002,607259,L,R,CIN,18,663886,687952,663697,669289,682829,668715,656413,666181
field_out,668939,607259,L,R,CIN,23,663886,687952,663697,669289,682829,668715,656413,666181
field_out,668715,607644,R,L,CIN,75,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,663886,607644,R,L,CIN,80,543510,663624,622761,676059,683002,681297,656775,623993
field_out,687952,607644,R,L,CIN,85,543510,663624,622761,676059,683002,681297,656775,623993
field_out,663624,608371,R,R,CIN,2,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,623993,608371,L,R,CIN,5,663886,687952,663697,669289,682829,668715,656413,666181
strikeout,676059,608371,R,R,CIN,8,663886,687952,663697,669289,682829,668715,656413,666181
single,600869,672335,R,L,CIN,3,543510,663624,622761,676059,683002,681297,656775,623993
grounded_into_double_play,669289,672335,R,L,CIN,6,543510,663624,622761,676059,683002,681297,656775,623993
field_out,571912,672335,R,L,CIN,9,543510,663624,622761,676059,683002,681297,656775,623993
field_out,622761,594580,R,L,CIN,4,663886,687952,663697,669289,682829,668715,656413,605361
field_out,656775,594580,L,L,CIN,11,663886,687952,663697,669289,682829,668715,656413,605361
strikeout,543510,594580,R,L,CIN,16,663886,687952,663697,669289,682829,668715,656413,605361
single,641584,518886,L,R,CIN,3,543510,663624,622761,676059,683002,681297,656775,623993
walk,663697,518886,R,R,CIN,8,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,682829,518886,L,R,CIN,13,543510,663624,622761,676059,683002,681297,656775,623993
single,668715,518886,R,R,CIN,18,543510,663624,622761,676059,683002,681297,656775,623993
walk,663886,666974,R,R,CIN,6,543510,663624,622761,676059,683002,681297,656775,623993
strikeout,687952,666974,R,R,CIN,11,543510,663624,622761,676059,683002,681297,656775,623993
field_out,600869,666974,L,R,CIN,14,543510,663624,622761,676059,683002,681297,656775,623993
single,683002,668881,L,R,CIN,3,663886,687952,669289,600869,682829,668715,656413,641584
walk,668939,668881,L,R,CIN,12,663886,687952,669289,600869,682829,668715,656413,641584
single,656811,668881,L,R,CIN,16,663886,687952,669289,600869,682829,668715,656413,641584
strikeout,663624,668881,R,R,CIN,23,663886,687952,669289,600869,682829,668715,656413,641584
field_out,623993,668881,L,R,CIN,27,663886,687952,669289,600869,682829,668715,656413,641584
field_out,663697,608344,R,L,CIN,4,668939,663624,622761,676059,683002,677008,656775,623993
single,682829,608344,R,L,CIN,10,668939,663624,622761,676059,683002,677008,656775,623993
strikeout,668715,608344,R,L,CIN,15,668939,663624,622761,676059,683002,677008,656775,623993
field_out,663886,608344,R,L,CIN,18,668939,663624,622761,676059,683002,677008,656775,623993
strikeout,656775,668881,L,R,CIN,32,663886,687952,669289,600869,682829,668715,656413,641584
strikeout,676059,668881,R,R,CIN,37,663886,687952,669289,600869,682829,668715,656413,641584
walk,677008,668881,L,R,CIN,42,663886,687952,669289,600869,682829,668715,656413,641584
strikeout,622761,668881,R,R,CIN,48,663886,687952,669289,600869,682829,668715,656413,641584
field_out,687952,608344,R,L,CIN,20,668939,663624,622761,676059,683002,677008,656775,623993
field_out,600869,608344,R,L,CIN,21,668939,663624,622761,676059,683002,677008,656775,623993
field_out,669289,608344,R,L,CIN,24,668939,663624,622761,676059,683002,677008,656775,623993
walk,683002,668881,L,R,CIN,55,663886,687952,669289,600869,682829,668715,656413,641584
field_out,668939,668881,L,R,CIN,61,663886,687952,669289,600869,682829,668715,656413,641584
field_out,656811,668881,L,R,CIN,62,663886,687952,669289,600869,682829,668715,656413,641584
field_out,663624,668881,R,R,CIN,65,663886,687952,669289,600869,682829,668715,656413,641584
field_out,641584,608344,L,L,CIN,27,668939,663624,622761,676059,683002,677008,656775,623993
strikeout,656413,608344,R,L,CIN,30,668939,663624,622761,676059,683002,677008,656775,623993
field_out,663697,608344,R,L,CIN,33,668939,663624,622761,676059,683002,677008,656775,623993
field_out,623993,668881,L,R,CIN,69,663886,687952,669289,600869,682829,668715,656413,641584
field_out,656775,668881,L,R,CIN,71,663886,687952,669289,600869,682829,668715,656413,641584
field_out,676059,668881,R,R,CIN,77,663886,687952,669289,600869,682829,668715,656413,641584
field_out,682829,608344,R,L,CIN,38,668939,663624,622761,676059,683002,677008,656775,623993
field_out,668715,608344,R,L,CIN,41,668939,663624,622761,676059,683002,677008,656775,623993
field_out,663886,608344,R,L,CIN,44,668939,663624,622761,676059,683002,677008,656775,623993
single,677008,668881,L,R,CIN,79,663886,687952,669289,600869,682829,668715,656413,641584
field_out,622761,668881,R,R,CIN,82,663886,687952,669289,600869,682829,668715,656413,641584
single,683002,668881,L,R,CIN,84,663886,687952,669289,600869,682829,668715,656413,641584
field_out,668939,668881,L,R,CIN,86,663886,687952,669289,600869,682829,668715,656413,641584
field_out,656811,668881,L,R,CIN,89,663886,687952,669289,600869,682829,668715,656413,641584
field_out,687952,608344,R,L,CIN,47,668939,663624,622761,676059,683002,677008,656775,623993
field_out,600869,608344,R,L,CIN,51,668939,663624,622761,676059,683002,677008,656775,623993
field_out,669289,608344,R,L,CIN,53,668939,663624,622761,676059,683002,677008,656775,623993
single,663624,668881,R,R,CIN,93,663886,687952,669289,600869,682829,668715,656413,641584
field_out,623993,668881,L,R,CIN,97,663886,687952,669289,600869,682829,668715,656413,641584
strikeout,656775,668881,L,R,CIN,103,663886,687952,669289,600869,682829,668715,656413,641584
walk,676059,668881,R,R,CIN,109,663886,687952,669289,600869,682829,668715,656413,641584
strikeout,677008,518585,L,R,CIN,6,663886,687952,669289,600869,682829,668715,656413,641584
field_out,641584,608344,L,L,CIN,58,668939,663624,622761,676059,683002,677008,656775,623993
strikeout,656413,608344,R,L,CIN,62,668939,663624,622761,676059,683002,677008,656775,623993
field_out,663697,608344,R,L,CIN,63,668939,663624,622761,676059,683002,677008,656775,623993
single,622761,641941,R,R,CIN,5,663886,687952,669289,600869,682829,668715,656413,641584
field_out,683002,641941,L,R,CIN,8,663886,687952,669289,600869,682829,668715,656413,641584
double,668939,641941,L,R,CIN,10,663886,687952,669289,600869,682829,668715,656413,641584
home_run,656811,641941,L,R,CIN,18,663886,687952,669289,600869,682829,668715,656413,641584
double,663624,641941,R,R,CIN,20,663886,687952,669289,600869,682829,668715,656413,641584
field_out,623993,641941,L,R,CIN,26,663886,687952,669289,600869,682829,668715,656413,641584
strikeout,656775,458677,L,L,CIN,3,663886,687952,669289,600869,682829,668715,656413,641584
double,682829,608344,R,L,CIN,65,668939,663624,622761,676059,683002,677008,656775,623993
strikeout,668715,608344,R,L,CIN,72,668939,663624,622761,676059,683002,677008,656775,623993
field_out,663886,666974,R,R,CIN,1,668939,663624,622761,676059,683002,677008,656775,623993
field_out,687952,666974,R,R,CIN,3,668939,663624,622761,676059,683002,677008,656775,623993
field_out,676059,571656,R,R,CIN,2,663886,687952,669289,600869,682829,668715,656413,641584
walk,677008,571656,L,R,CIN,7,663886,687952,669289,600869,682829,668715,656413,641584
field_out,622761,571656,R,R,CIN,8,663886,687952,669289,600869,682829,668715,656413,641584
field_out,683002,571656,L,R,CIN,12,663886,687952,669289,600869,682829,668715,656413,641584
field_out,600869,543056,R,L,CIN,6,668939,663624,622761,676059,683002,663630,656775,623993
field_out,669289,543056,R,L,CIN,8,668939,663624,622761,676059,683002,663630,656775,623993
strikeout,571912,543056,R,L,CIN,15,668939,663624,622761,676059,683002,663630,656775,623993
field_out,668939,571656,L,R,CIN,15,663886,687952,669289,600869,682829,668715,656413,605361
field_out,656811,571656,L,R,CIN,19,663886,687952,669289,600869,682829,668715,656413,605361
strikeout,663624,571656,R,R,CIN,24,663886,687952,669289,600869,682829,668715,656413,605361
strikeout,666181,518886,L,R,CIN,3,668939,663624,622761,676059,683002,663630,656775,623993
strikeout,663697,518886,R,R,CIN,10,668939,663624,622761,676059,683002,663630,656775,623993
strikeout,682829,518886,L,R,CIN,16,668939,663624,622761,676059,683002,663630,656775,623993
field_out,676914,680897,R,R,CWS,3,455117,683734,670032,664901,657557,643217,502054,667452
field_out,643376,680897,R,R,CWS,8,455117,683734,670032,664901,657557,643217,502054,667452
strikeout,665489,680897,R,R,CWS,16,455117,683734,670032,664901,657557,643217,502054,667452
field_out,502054,605135,R,R,CWS,5,643376,665489,624415,643396,666182,676914,662139,543807
single,670032,605135,L,R,CWS,7,643376,665489,624415,643396,666182,676914,662139,543807
field_out,657757,605135,L,R,CWS,10,643376,665489,624415,643396,666182,676914,662139,543807
single,683734,605135,R,R,CWS,13,643376,665489,624415,643396,666182,676914,662139,543807
single,643217,605135,L,R,CWS,16,643376,665489,624415,643396,666182,676914,662139,543807
field_out,657557,605135,R,R,CWS,19,643376,665489,624415,643396,666182,676914,662139,543807
strikeout,666182,680897,R,R,CWS,19,455117,683734,670032,664901,657557,643217,502054,667452
field_out,596129,680897,L,R,CWS,25,455117,683734,670032,664901,657557,643217,502054,667452
walk,662139,680897,L,R,CWS,31,455117,683734,670032,664901,657557,643217,502054,667452
home_run,543807,680897,R,R,CWS,32,455117,683734,670032,664901,657557,643217,502054,667452
field_out,643396,680897,R,R,CWS,33,455117,683734,670032,664901,657557,643217,502054,667452
field_out,667452,605135,R,R,CWS,21,643376,665489,624415,643396,666182,676914,662139,543807
strikeout,664901,605135,R,R,CWS,24,643376,665489,624415,643396,666182,676914,662139,543807
strikeout,455117,605135,R,R,CWS,27,643376,665489,624415,643396,666182,676914,662139,543807
walk,624415,680897,L,R,CWS,38,455117,683734,670032,664901,657557,643217,502054,667452
field_out,676914,680897,R,R,CWS,41,455117,683734,670032,664901,657557,643217,502054,667452
strikeout,643376,680897,R,R,CWS,47,455117,683734,670032,664901,657557,643217,502054,667452
field_out,665489,680897,R,R,CWS,51,455117,683734,670032,664901,657557,643217,502054,667452
field_out,502054,605135,R,R,CWS,29,643376,665489,624415,643396,666182,676914,662139,543807
hit_by_pitch,670032,605135,L,R,CWS,34,643376,665489,624415,643396,666182,676914,662139,543807
field_out,657757,605135,L,R,CWS,38,643376,665489,624415,643396,666182,676914,662139,543807
strikeout,683734,605135,R,R,CWS,42,643376,665489,624415,643396,666182,676914,662139,543807
home_run,666182,680897,R,R,CWS,53,455117,683734,670032,664901,657557,643217,502054,667452
strikeout,596129,680897,L,R,CWS,56,455117,683734,670032,664901,657557,643217,502054,667452
walk,662139,680897,L,R,CWS,61,455117,683734,670032,664901,657557,643217,502054,667452
field_out,543807,680897,R,R,CWS,62,455117,683734,670032,664901,657557,643217,502054,667452
double,643396,680897,R,R,CWS,65,455117,683734,670032,664901,657557,643217,502054,667452
field_out,624415,680897,L,R,CWS,66,455117,683734,670032,664901,657557,643217,502054,667452
strikeout,643217,605135,L,R,CWS,46,643376,665489,624415,643396,666182,676914,662139,543807
strikeout,657557,605135,R,R,CWS,50,643376,665489,624415,643396,666182,676914,662139,543807
double,667452,605135,R,R,CWS,54,643376,665489,624415,643396,666182,676914,662139,543807
strikeout,664901,605135,R,R,CWS,60,643376,665489,624415,643396,666182,676914,662139,543807
strikeout,676914,680897,R,R,CWS,71,455117,683734,670032,664901,657557,643217,502054,667452
field_out,643376,680897,R,R,CWS,73,455117,683734,670032,664901,657557,643217,502054,667452
walk,665489,680897,R,R,CWS,78,455117,683734,670032,664901,657557,643217,502054,667452
field_out,666182,680897,R,R,CWS,82,455117,683734,670032,664901,657557,643217,502054,667452
field_out,455117,605135,R,R,CWS,66,643376,665489,624415,643396,666182,676914,662139,543807
strikeout,502054,605135,R,R,CWS,70,643376,665489,624415,643396,666182,676914,662139,543807
field_error,670032,605135,L,R,CWS,73,643376,665489,624415,643396,666182,676914,662139,543807
single,657757,605135,L,R,CWS,78,643376,665489,624415,643396,666182,676914,662139,543807
force_out,683734,605135,R,R,CWS,81,643376,665489,624415,643396,666182,676914,662139,543807
field_out,457759,694363,R,L,CWS,5,455117,683734,670032,664901,657557,643217,502054,667452
field_out,662139,694363,L,L,CWS,7,455117,683734,670032,664901,657557,643217,502054,667452
walk,543807,694363,R,L,CWS,12,455117,683734,670032,664901,657557,643217,502054,667452
field_out,643396,694363,R,L,CWS,14,455117,683734,670032,664901,657557,643217,502054,667452
single,643217,663878,L,R,CWS,3,643376,665489,624415,643396,666182,676914,662139,543807
strikeout,657557,663878,R,R,CWS,10,643376,665489,624415,643396,666182,676914,662139,543807
field_out,667452,663878,R,R,CWS,16,643376,665489,624415,643396,666182,676914,662139,543807
field_out,664901,663878,R,R,CWS,23,643376,665489,624415,643396,666182,676914,662139,543807
single,624415,694363,L,L,CWS,16,455117,683734,670032,664901,657557,643217,502054,667452
walk,676914,694363,R,L,CWS,22,455117,683734,670032,664901,657557,643217,502054,667452
field_out,643376,694363,R,L,CWS,25,455117,683734,670032,664901,657557,643217,502054,667452
grounded_into_double_play,665489,694363,R,L,CWS,27,455117,683734,670032,664901,657557,643217,502054,667452
strikeout,455117,663878,R,R,CWS,27,643376,665489,624415,643396,666182,676914,662139,543807
field_out,502054,663878,R,R,CWS,29,643376,665489,624415,643396,666182,676914,662139,543807
field_out,670032,663878,L,R,CWS,32,643376,665489,624415,643396,666182,676914,662139,543807
field_out,666182,694363,R,L,CWS,31,455117,683734,670032,664901,657557,643217,502054,667452
strikeout,457759,694363,R,L,CWS,37,455117,683734,670032,664901,657557,643217,502054,667452
field_out,662139,694363,L,L,CWS,38,455117,683734,670032,664901,657557,643217,502054,667452
home_run,657757,657024,L,R,CWS,2,643376,665489,624415,643396,666182,676914,662139,543807
field_out,683734,657024,R,R,CWS,5,643376,665489,624415,643396,666182,676914,662139,543807
single,643217,657024,L,R,CWS,9,643376,665489,624415,643396,666182,676914,662139,543807
force_out,657557,647315,R,R,CWS,9,643376,665489,624415,643396,666182,676914,662139,543807
single,667452,647315,R,R,CWS,14,643376,665489,624415,643396,666182,676914,662139,543807
field_out,664901,647315,R,R,CWS,15,643376,665489,624415,643396,666182,676914,662139,543807
single,543807,605154,R,R,CWS,2,455117,683734,670032,664901,657557,643217,502054,667452
field_out,643396,605154,R,R,CWS,5,455117,683734,670032,664901,657557,643217,502054,667452
strikeout,624415,605154,L,R,CWS,12,455117,683734,670032,664901,657557,643217,502054,667452
home_run,676914,605154,R,R,CWS,20,455117,683734,670032,664901,657557,643217,502054,667452
field_out,643376,605154,R,R,CWS,24,455117,683734,670032,664901,657557,643217,502054,667452
single,686676,650893,R,L,CWS,2,643376,665489,624415,643396,666182,662139,595281,543807
walk,502054,650893,R,L,CWS,8,643376,665489,624415,643396,666182,662139,595281,543807
grounded_into_double_play,682868,650893,R,L,CWS,10,643376,665489,624415,643396,666182,662139,595281,543807
field_out,657757,650893,L,L,CWS,12,643376,665489,624415,643396,666182,662139,595281,543807
strikeout,676059,676979,R,L,CWS,5,686676,683734,670032,682868,621545,667452,666150,657757
field_out,668939,676979,R,L,CWS,11,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,663624,676979,R,L,CWS,15,686676,683734,670032,682868,621545,667452,666150,657757
field_out,502054,680694,R,R,CWS,2,543510,663624,622761,676059,683002,669720,681297,623993
walk,683734,680694,R,R,CWS,8,543510,663624,622761,676059,683002,669720,681297,623993
field_out,657757,680694,L,R,CWS,9,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,667452,680694,R,R,CWS,12,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,683002,676979,L,L,CWS,21,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,623993,676979,R,L,CWS,25,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,669720,676979,R,L,CWS,29,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,686676,680694,R,R,CWS,17,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,682868,680694,R,R,CWS,23,543510,663624,622761,676059,683002,669720,681297,623993
walk,670032,680694,L,R,CWS,29,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,621545,680694,R,R,CWS,32,543510,663624,622761,676059,683002,669720,681297,623993
field_out,622761,676979,R,L,CWS,30,686676,683734,670032,682868,621545,667452,666150,657757
field_out,543510,676979,R,L,CWS,36,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,681297,676979,L,L,CWS,43,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,666150,680694,L,R,CWS,35,543510,663624,622761,676059,683002,669720,681297,623993
field_error,502054,680694,R,R,CWS,40,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,683734,680694,R,R,CWS,43,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,676059,676979,R,L,CWS,46,686676,683734,670032,682868,621545,667452,666150,657757
field_out,668939,676979,R,L,CWS,50,686676,683734,670032,682868,621545,667452,666150,657757
double,663624,676979,R,L,CWS,53,686676,683734,670032,682868,621545,667452,666150,657757
walk,683002,676979,L,L,CWS,59,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,623993,676979,R,L,CWS,63,686676,683734,670032,682868,621545,667452,666150,657757
walk,657757,680694,L,R,CWS,49,543510,663624,622761,676059,683002,669720,681297,623993
grounded_into_double_play,667452,680694,R,R,CWS,50,543510,663624,622761,676059,683002,669720,681297,623993
field_out,686676,680694,R,R,CWS,56,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,669720,676979,R,L,CWS,68,686676,683734,670032,682868,621545,667452,666150,657757
field_out,622761,676979,R,L,CWS,70,686676,683734,670032,682868,621545,667452,666150,657757
field_out,543510,676979,R,L,CWS,76,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,682868,680694,R,R,CWS,59,543510,663624,622761,676059,683002,669720,681297,623993
field_out,670032,680694,L,R,CWS,61,543510,663624,622761,676059,683002,669720,681297,623993
field_out,621545,680694,R,R,CWS,65,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,681297,676979,L,L,CWS,81,686676,683734,670032,682868,621545,667452,666150,657757
single,676059,676979,R,L,CWS,83,686676,683734,670032,682868,621545,667452,666150,657757
home_run,668939,676979,R,L,CWS,85,686676,683734,670032,682868,621545,667452,666150,657757
field_out,663624,676979,R,L,CWS,88,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,683002,676979,L,L,CWS,91,686676,683734,670032,682868,621545,667452,666150,657757
field_out,666150,680694,L,R,CWS,68,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,502054,680694,R,R,CWS,74,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,683734,680694,R,R,CWS,80,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,623993,647336,L,R,CWS,9,686676,683734,670032,682868,621545,667452,666150,657757
field_out,669720,647336,R,R,CWS,14,686676,683734,670032,682868,621545,667452,666150,657757
double,622761,647336,R,R,CWS,17,686676,683734,670032,682868,621545,667452,666150,657757
field_out,543510,647336,R,R,CWS,20,686676,683734,670032,682868,621545,667452,666150,657757
field_out,657757,680694,L,R,CWS,85,543510,663624,622761,676059,683002,669720,681297,623993
walk,667452,680694,R,R,CWS,92,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,686676,680694,R,R,CWS,97,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,682868,680694,R,R,CWS,103,543510,663624,622761,676059,683002,669720,681297,623993
home_run,681297,647336,L,R,CWS,23,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,676059,647336,R,R,CWS,27,686676,683734,670032,682868,621545,667452,666150,657757
single,668939,647336,L,R,CWS,29,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,663624,647336,R,R,CWS,33,686676,683734,670032,682868,621545,667452,666150,657757
strikeout,683002,647336,L,R,CWS,39,686676,683734,670032,682868,621545,667452,666150,657757
home_run,664901,543056,R,L,CWS,5,543510,663624,622761,676059,683002,669720,681297,623993
field_out,621545,543056,R,L,CWS,7,543510,663624,622761,676059,683002,669720,681297,623993
strikeout,657557,543056,R,L,CWS,13,543510,663624,622761,676059,683002,669720,681297,623993
field_out,502054,666974,R,R,CWS,6,543510,663624,622761,676059,683002,669720,681297,623993
walk,623993,647336,L,R,CWS,44,686676,683734,664901,682868,657557,667452,621545,657757
field_out,669720,647336,R,R,CWS,47,686676,683734,664901,682868,657557,667452,621545,657757
walk,622761,647336,R,R,CWS,55,686676,683734,664901,682868,657557,667452,621545,657757
sac_fly,543510,647336,R,R,CWS,62,686676,683734,664901,682868,657557,667452,621545,657757
strikeout,681297,647336,L,R,CWS,68,686676,683734,664901,682868,657557,667452,621545,657757
field_out,683734,518886,R,R,CWS,3,543510,663624,622761,676059,683002,669720,656775,681297
strikeout,657757,518886,L,R,CWS,9,543510,663624,622761,676059,683002,669720,656775,681297
field_out,667452,518886,R,R,CWS,13,543510,663624,622761,676059,683002,669720,656775,681297
strikeout,676914,623167,R,R,CWS,5,455117,683734,670032,682868,657557,667452,666150,657757
strikeout,662139,623167,L,R,CWS,9,455117,683734,670032,682868,657557,667452,666150,657757
walk,665489,623167,R,R,CWS,15,455117,683734,670032,682868,657557,667452,666150,657757
strikeout,666182,623167,R,R,CWS,19,455117,683734,670032,682868,657557,667452,666150,657757
field_out,667452,666201,R,R,CWS,5,672386,457759,676914,643396,666182,662139,595281,543807
strikeout,670032,666201,L,R,CWS,8,672386,457759,676914,643396,666182,662139,595281,543807
strikeout,657757,666201,L,R,CWS,13,672386,457759,676914,643396,666182,662139,595281,543807
walk,457759,623167,R,R,CWS,24,455117,683734,670032,682868,657557,667452,666150,657757
field_out,543807,623167,R,R,CWS,25,455117,683734,670032,682868,657557,667452,666150,657757
strikeout,672386,623167,R,R,CWS,30,455117,683734,670032,682868,657557,667452,666150,657757
walk,643396,623167,R,R,CWS,38,455117,683734,670032,682868,657557,667452,666150,657757
strikeout,595281,623167,L,R,CWS,43,455117,683734,670032,682868,657557,667452,666150,657757
double,683734,666201,R,R,CWS,15,672386,457759,676914,643396,666182,662139,595281,543807
field_out,686676,666201,R,R,CWS,17,672386,457759,676914,643396,666182,662139,595281,543807
strikeout,657557,666201,R,R,CWS,23,672386,457759,676914,643396,666182,662139,595281,543807
field_out,666150,670950,L,R,CWS,3,672386,457759,676914,643396,666182,662139,595281,543807
walk,676914,623167,R,R,CWS,48,455117,683734,670032,682868,657557,667452,666150,657757
field_out,662139,623167,L,R,CWS,54,455117,683734,670032,682868,657557,667452,666150,657757
single,665489,623167,R,R,CWS,57,455117,683734,670032,682868,657557,667452,666150,657757
single,666182,623167,R,R,CWS,58,455117,683734,670032,682868,657557,667452,666150,657757
grounded_into_double_play,457759,623167,R,R,CWS,61,455117,683734,670032,682868,657557,667452,666150,657757
field_out,682868,670950,R,R,CWS,11,672386,457759,676914,643396,666182,662139,595281,543807
field_out,455117,670950,R,R,CWS,14,672386,457759,676914,643396,666182,662139,595281,543807
single,667452,670950,R,R,CWS,16,672386,457759,676914,643396,666182,662139,595281,543807
field_out,670032,670950,L,R,CWS,17,672386,457759,676914,643396,666182,662139,595281,543807
walk,543807,623167,R,R,CWS,68,455117,683734,670032,682868,657557,667452,666150,657757
single,672386,623167,R,R,CWS,69,455117,683734,670032,682868,657557,667452,666150,657757
single,643396,623167,R,R,CWS,71,455117,683734,670032,682868,657557,667452,666150,657757
sac_bunt,595281,623167,L,R,CWS,72,455117,683734,670032,682868,657557,667452,666150,657757
field_out,676914,623167,R,R,CWS,73,455117,683734,670032,682868,657557,667452,666150,657757
strikeout,662139,623167,L,R,CWS,77,455117,683734,670032,682868,657557,667452,666150,657757
field_out,657757,670950,L,R,CWS,18,672386,457759,676914,643396,666182,662139,595281,543807
