events,batter,pitcher,stand,p_throws,home_team,pitcher_game_pitch_count,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9
home_run,608324,641154,R,R,HOU,40,680777,666135,666397,669304,621043,650489,621439,596146
field_out,676694,641154,R,R,HOU,45,680777,666135,666397,669304,621043,650489,621439,596146
single,572138,641154,L,R,HOU,50,680777,666135,666397,669304,621043,650489,621439,596146
walk,643289,641154,R,R,HOU,55,680777,666135,666397,669304,621043,650489,621439,596146
strikeout,676801,641154,R,R,HOU,58,680777,666135,666397,669304,621043,650489,621439,596146
field_out,673237,641154,R,R,HOU,61,680777,666135,666397,669304,621043,650489,621439,596146
walk,650489,669854,L,R,HOU,79,673237,572138,514888,608324,643289,676801,676694,663656
field_out,669304,669854,R,R,HOU,83,673237,572138,514888,608324,643289,676801,676694,663656
home_run,663616,669854,L,R,HOU,92,673237,572138,514888,608324,643289,676801,676694,663656
field_out,621043,669854,R,R,HOU,95,673237,572138,514888,608324,643289,676801,676694,663656
field_out,467793,656786,R,L,HOU,5,673237,572138,514888,608324,643289,676801,676694,663656
single,514888,641154,R,R,HOU,62,680777,467793,666397,669304,621043,650489,621439,596146
strikeout,663656,641154,L,R,HOU,66,680777,467793,666397,669304,621043,650489,621439,596146
field_out,670541,641154,L,R,HOU,67,680777,467793,666397,669304,621043,650489,621439,596146
field_out,608324,641154,R,R,HOU,75,680777,467793,666397,669304,621043,650489,621439,596146
hit_by_pitch,596146,656786,L,L,HOU,8,673237,572138,514888,608324,643289,676801,676694,663656
double,680777,656786,R,L,HOU,13,673237,572138,514888,608324,643289,676801,676694,663656
field_out,622534,661527,R,R,HOU,3,673237,572138,514888,608324,643289,676801,676694,663656
field_out,621439,661527,R,R,HOU,8,673237,572138,514888,608324,643289,676801,676694,663656
field_out,650489,661527,L,R,HOU,10,673237,572138,514888,608324,643289,676801,676694,663656
field_out,676694,641154,R,R,HOU,79,680777,467793,650489,669304,621043,622534,621439,596146
strikeout,572138,641154,L,R,HOU,82,680777,467793,650489,669304,621043,622534,621439,596146
field_out,643289,641154,R,R,HOU,83,680777,467793,650489,669304,621043,622534,621439,596146
field_out,669304,661527,R,R,HOU,13,673237,572138,514888,608324,643289,676801,676694,663656
field_out,663616,661527,L,R,HOU,17,673237,572138,514888,608324,643289,676801,676694,663656
field_out,621043,661527,R,R,HOU,19,673237,572138,514888,608324,643289,676801,676694,663656
strikeout,676801,641154,R,R,HOU,87,680777,467793,571657,650489,621043,622534,621439,596146
field_out,673237,641154,R,R,HOU,89,680777,467793,571657,650489,621043,622534,621439,596146
strikeout,514888,641154,R,R,HOU,93,680777,467793,571657,650489,621043,622534,621439,596146
home_run,467793,666208,L,R,HOU,4,673237,572138,514888,608324,643289,676801,676694,663656
field_out,596146,666208,L,R,HOU,10,673237,572138,514888,608324,643289,676801,676694,663656
strikeout,680777,666208,R,R,HOU,18,673237,572138,514888,608324,643289,676801,676694,663656
strikeout,622534,666208,R,R,HOU,22,673237,572138,514888,608324,643289,676801,676694,663656
field_out,663656,595345,L,L,HOU,4,680777,467793,571657,650489,621043,622534,621439,596146
field_out,670541,595345,L,L,HOU,8,680777,467793,571657,650489,621043,622534,621439,596146
field_out,608324,595345,R,L,HOU,10,680777,467793,571657,650489,621043,622534,621439,596146
single,621439,666208,R,R,HOU,29,673237,572138,514888,608324,643289,676801,676694,663656
walk,650489,666208,L,R,HOU,33,673237,572138,514888,608324,643289,676801,676694,663656
grounded_into_double_play,571657,666208,R,R,HOU,36,673237,572138,514888,608324,643289,676801,676694,663656
field_out,663616,666208,L,R,HOU,39,673237,572138,514888,608324,643289,676801,676694,663656
field_out,676694,663485,R,R,HOU,6,680777,467793,571657,650489,621043,622534,621439,596146
field_out,572138,663485,L,R,HOU,9,680777,467793,571657,650489,621043,622534,621439,596146
strikeout,643289,663485,R,R,HOU,13,680777,467793,571657,650489,621043,622534,621439,596146
strikeout,668930,686613,L,R,HOU,4,605170,572138,514888,608324,665161,694388,676694,663656
field_out,661388,686613,R,R,HOU,8,605170,572138,514888,608324,665161,694388,676694,663656
strikeout,592885,686613,L,R,HOU,12,605170,572138,514888,608324,665161,694388,676694,663656
field_out,514888,642547,R,R,HOU,3,661388,641343,668930,687401,642715,592885,686217,694192
field_out,665161,642547,R,R,HOU,8,661388,641343,668930,687401,642715,592885,686217,694192
double,663656,642547,L,R,HOU,11,661388,641343,668930,687401,642715,592885,686217,694192
field_out,642715,686613,R,R,HOU,16,605170,572138,514888,608324,665161,694388,676694,663656
home_run,641343,686613,L,R,HOU,21,605170,572138,514888,608324,665161,694388,676694,663656
field_out,596142,686613,R,R,HOU,22,605170,572138,514888,608324,665161,694388,676694,663656
field_out,686217,686613,L,R,HOU,28,605170,572138,514888,608324,665161,694388,676694,663656
single,608324,642547,R,R,HOU,12,661388,641343,668930,687401,642715,592885,686217,694192
strikeout,673237,642547,R,R,HOU,18,661388,641343,668930,687401,642715,592885,686217,694192
force_out,572138,642547,L,R,HOU,22,661388,641343,668930,687401,642715,592885,686217,694192
home_run,676694,642547,R,R,HOU,27,661388,641343,668930,687401,642715,592885,686217,694192
single,605170,642547,L,R,HOU,28,661388,641343,668930,687401,642715,592885,686217,694192
strikeout,694388,642547,L,R,HOU,32,661388,641343,668930,687401,642715,592885,686217,694192
double,687401,686613,R,R,HOU,33,605170,572138,514888,608324,665161,694388,676694,663656
strikeout,694192,686613,R,R,HOU,36,605170,572138,514888,608324,665161,694388,676694,663656
strikeout,668930,686613,L,R,HOU,41,605170,572138,514888,608324,665161,694388,676694,663656
walk,661388,686613,R,R,HOU,48,605170,572138,514888,608324,665161,694388,676694,663656
field_out,592885,686613,L,R,HOU,53,605170,572138,514888,608324,665161,694388,676694,663656
field_out,514888,642547,R,R,HOU,39,661388,641343,668930,687401,642715,592885,686217,694192
strikeout,665161,642547,R,R,HOU,43,661388,641343,668930,687401,642715,592885,686217,694192
single,663656,642547,L,R,HOU,49,661388,641343,668930,687401,642715,592885,686217,694192
strikeout,608324,642547,R,R,HOU,54,661388,641343,668930,687401,642715,592885,686217,694192
field_out,642715,686613,R,R,HOU,57,605170,572138,514888,608324,665161,694388,676694,663656
walk,641343,686613,L,R,HOU,64,605170,572138,514888,608324,665161,694388,676694,663656
field_out,596142,686613,R,R,HOU,68,605170,572138,514888,608324,665161,694388,676694,663656
walk,686217,686613,L,R,HOU,73,605170,572138,514888,608324,665161,694388,676694,663656
home_run,687401,686613,R,R,HOU,76,605170,572138,514888,608324,665161,694388,676694,663656
field_out,694192,686613,R,R,HOU,80,605170,572138,514888,608324,665161,694388,676694,663656
strikeout,673237,642547,R,R,HOU,59,661388,641343,668930,687401,642715,592885,686217,694192
field_out,572138,642547,L,R,HOU,64,661388,641343,668930,687401,642715,592885,686217,694192
field_out,676694,642547,R,R,HOU,66,661388,641343,668930,687401,642715,592885,686217,694192
single,668930,686613,L,R,HOU,85,605170,572138,514888,608324,665161,694388,676694,663656
grounded_into_double_play,661388,686613,R,R,HOU,87,605170,572138,514888,608324,665161,694388,676694,663656
strikeout,592885,686613,L,R,HOU,93,605170,572138,514888,608324,665161,694388,676694,663656
single,605170,642547,L,R,HOU,70,661388,641343,668930,687401,642715,592885,686217,694192
strikeout,694388,642547,L,R,HOU,76,661388,641343,668930,687401,642715,592885,686217,694192
single,514888,642547,R,R,HOU,79,661388,641343,668930,687401,642715,592885,686217,694192
home_run,665161,642547,R,R,HOU,86,661388,641343,668930,687401,642715,592885,686217,694192
walk,663656,642547,L,R,HOU,93,661388,641343,668930,687401,642715,592885,686217,694192
field_out,608324,642547,R,R,HOU,95,661388,641343,668930,687401,642715,592885,686217,694192
force_out,673237,642547,R,R,HOU,97,661388,641343,668930,687401,642715,592885,686217,694192
single,642715,605463,R,R,HOU,4,605170,572138,514888,608324,665161,694388,676694,663656
field_out,641343,605463,L,R,HOU,9,605170,572138,514888,608324,665161,694388,676694,663656
strikeout,596142,605463,R,R,HOU,14,605170,572138,514888,608324,665161,694388,676694,663656
field_out,686217,605463,L,R,HOU,17,605170,572138,514888,608324,665161,694388,676694,663656
single,572138,657649,L,L,HOU,3,661388,641343,668930,687401,642715,592885,686217,694192
hit_by_pitch,676694,657649,R,L,HOU,5,661388,641343,668930,687401,642715,592885,686217,694192
field_out,605170,657649,R,L,HOU,11,661388,641343,668930,687401,642715,592885,686217,694192
grounded_into_double_play,643289,657649,R,L,HOU,14,661388,641343,668930,687401,642715,592885,686217,694192
single,687401,606160,R,R,HOU,2,605170,572138,514888,608324,665161,643289,676694,663656
field_out,663368,606160,L,R,HOU,7,605170,572138,514888,608324,665161,643289,676694,663656
single,668930,606160,L,R,HOU,10,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,661388,606160,R,R,HOU,16,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,514888,665625,R,R,HOU,4,661388,641343,668930,687401,642715,592885,663368,686217
field_out,665161,665625,R,R,HOU,10,661388,641343,668930,687401,642715,592885,663368,686217
field_out,663656,665625,L,R,HOU,11,661388,641343,668930,687401,642715,592885,663368,686217
field_out,592885,650556,L,R,HOU,1,605170,572138,514888,608324,665161,643289,676694,663656
field_out,642715,650556,R,R,HOU,4,605170,572138,514888,608324,665161,643289,676694,663656
hit_by_pitch,641343,650556,L,R,HOU,10,605170,572138,514888,608324,665161,643289,676694,663656
walk,596142,650556,R,R,HOU,14,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,686217,650556,L,R,HOU,20,605170,572138,514888,608324,665161,643289,676694,663656
field_out,608324,571948,R,L,HOU,6,661388,641343,668930,687401,642715,592885,663368,686217
walk,673237,571948,R,L,HOU,12,661388,641343,668930,687401,642715,592885,663368,686217
single,572138,571948,L,L,HOU,15,661388,641343,668930,687401,642715,592885,663368,686217
strikeout,676694,571948,R,L,HOU,21,661388,641343,668930,687401,642715,592885,663368,686217
strikeout,605170,571948,R,L,HOU,25,661388,641343,668930,687401,642715,592885,663368,686217
field_out,687401,623352,R,L,HOU,7,605170,572138,514888,608324,665161,643289,676694,663656
field_out,663368,623352,R,L,HOU,9,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,680911,623352,R,L,HOU,12,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,668930,434378,L,R,HOU,4,673237,572138,514888,608324,665161,643289,676694,663656
strikeout,661388,434378,R,R,HOU,10,673237,572138,514888,608324,665161,643289,676694,663656
field_out,592885,434378,L,R,HOU,13,673237,572138,514888,608324,665161,643289,676694,663656
strikeout,514888,669060,R,R,HOU,4,661388,641343,668930,687401,642715,694192,663368,686217
strikeout,663656,669060,L,R,HOU,9,661388,641343,668930,687401,642715,694192,663368,686217
field_out,670541,669060,L,R,HOU,10,661388,641343,668930,687401,642715,694192,663368,686217
field_out,642715,434378,R,R,HOU,15,673237,572138,514888,608324,665161,643289,676694,663656
field_out,641343,434378,L,R,HOU,17,673237,572138,514888,608324,665161,643289,676694,663656
field_out,687401,434378,R,R,HOU,23,673237,572138,514888,608324,665161,643289,676694,663656
field_out,608324,669060,R,R,HOU,13,661388,641343,668930,687401,642715,694192,663368,686217
field_out,665161,669060,R,R,HOU,15,661388,641343,668930,687401,642715,694192,663368,686217
single,572138,669060,L,R,HOU,20,661388,641343,668930,687401,642715,694192,663368,686217
field_out,686217,434378,L,R,HOU,28,673237,572138,514888,608324,665161,643289,676694,663656
single,694192,434378,R,R,HOU,30,673237,572138,514888,608324,665161,643289,676694,663656
single,663368,434378,L,R,HOU,35,673237,572138,514888,608324,665161,643289,676694,663656
field_out,668930,434378,L,R,HOU,39,673237,572138,514888,608324,665161,643289,676694,663656
field_out,661388,434378,R,R,HOU,45,673237,572138,514888,608324,665161,643289,676694,663656
field_out,673237,669060,R,R,HOU,23,661388,641343,668930,687401,642715,694192,663368,686217
single,676694,669060,R,R,HOU,25,661388,641343,668930,687401,642715,694192,663368,686217
single,643289,669060,R,R,HOU,31,661388,641343,668930,687401,642715,694192,663368,686217
field_out,514888,669060,R,R,HOU,33,661388,641343,668930,687401,642715,694192,663368,686217
walk,663656,669060,L,R,HOU,39,661388,641343,668930,687401,642715,694192,663368,686217
strikeout,670541,669060,L,R,HOU,44,661388,641343,668930,687401,642715,694192,663368,686217
field_out,592885,434378,L,R,HOU,48,673237,572138,514888,608324,665161,643289,676694,663656
field_out,642715,434378,R,R,HOU,50,673237,572138,514888,608324,665161,643289,676694,663656
strikeout,641343,434378,L,R,HOU,56,673237,572138,514888,608324,665161,643289,676694,663656
field_out,608324,669060,R,R,HOU,47,661388,641343,668930,687401,642715,694192,663368,686217
field_out,665161,669060,R,R,HOU,50,661388,641343,668930,687401,642715,694192,663368,686217
field_out,572138,669060,L,R,HOU,52,661388,641343,668930,687401,642715,694192,663368,686217
single,687401,434378,R,R,HOU,59,673237,572138,514888,608324,665161,643289,676694,663656
walk,686217,434378,L,R,HOU,64,673237,572138,514888,608324,665161,643289,676694,663656
walk,694192,434378,R,R,HOU,71,673237,572138,514888,608324,665161,643289,676694,663656
sac_fly,663368,434378,L,R,HOU,81,673237,572138,514888,608324,665161,643289,676694,663656
field_out,668930,434378,L,R,HOU,85,673237,572138,514888,608324,665161,643289,676694,663656
home_run,661388,434378,R,R,HOU,98,673237,572138,514888,608324,665161,643289,676694,663656
walk,592885,661527,L,R,HOU,4,673237,572138,514888,608324,665161,643289,676694,663656
field_out,642715,661527,R,R,HOU,9,673237,572138,514888,608324,665161,643289,676694,663656
field_out,673237,669060,R,R,HOU,54,661388,641343,668930,687401,642715,694192,663368,686217
home_run,676694,669060,R,R,HOU,56,661388,641343,668930,687401,642715,694192,663368,686217
field_out,643289,669060,R,R,HOU,57,661388,641343,668930,687401,642715,694192,663368,686217
single,514888,669060,R,R,HOU,58,661388,641343,668930,687401,642715,694192,663368,686217
field_out,663656,571948,L,L,HOU,2,661388,641343,668930,687401,642715,694192,663368,686217
field_out,641343,661527,L,R,HOU,12,673237,572138,514888,608324,665161,643289,676694,663656
field_out,687401,661527,R,R,HOU,13,673237,572138,514888,608324,665161,643289,676694,663656
field_out,686217,661527,L,R,HOU,18,673237,572138,514888,608324,665161,643289,676694,663656
field_out,670541,571948,L,L,HOU,3,661388,641343,668930,687401,642715,694192,663368,686217
field_out,608324,571948,R,L,HOU,6,661388,641343,668930,687401,642715,694192,663368,686217
double,665161,571948,R,L,HOU,9,661388,641343,668930,687401,642715,694192,663368,686217
strikeout,572138,571948,L,L,HOU,13,661388,641343,668930,687401,642715,694192,663368,686217
single,694192,661527,R,R,HOU,21,673237,572138,514888,608324,665161,643289,676694,663656
grounded_into_double_play,663368,661527,L,R,HOU,24,673237,572138,514888,608324,665161,643289,676694,663656
double,668930,661527,L,R,HOU,30,673237,572138,514888,608324,665161,643289,676694,663656
field_out,661388,661527,R,R,HOU,33,673237,572138,514888,608324,665161,643289,676694,663656
field_out,673237,665625,R,R,HOU,2,661388,641343,668930,687401,642715,694192,663368,686217
strikeout,676694,665625,R,R,HOU,6,661388,641343,668930,687401,642715,694192,663368,686217
field_out,643289,665625,R,R,HOU,10,661388,641343,668930,687401,642715,694192,663368,686217
field_out,592885,656786,L,L,HOU,6,673237,572138,514888,608324,665161,643289,676694,663656
field_out,642715,656786,R,L,HOU,9,673237,572138,514888,608324,665161,643289,676694,663656
field_out,641343,656786,L,L,HOU,14,673237,572138,514888,608324,665161,643289,676694,663656
strikeout,514888,663542,R,L,HOU,4,661388,641343,668930,687401,642715,694192,663368,686217
walk,663656,663542,L,L,HOU,10,661388,641343,668930,687401,642715,694192,663368,686217
single,670541,663542,L,L,HOU,14,661388,641343,668930,687401,642715,694192,663368,686217
field_out,608324,663542,R,L,HOU,19,661388,641343,668930,687401,642715,694192,663368,686217
field_out,665161,663542,R,L,HOU,21,661388,641343,668930,687401,642715,694192,663368,686217
field_out,687401,656786,R,L,HOU,16,673237,572138,514888,608324,665161,643289,676694,663656
field_out,686217,656786,L,L,HOU,18,673237,572138,514888,608324,665161,643289,676694,663656
field_out,694192,656786,R,L,HOU,23,673237,572138,514888,608324,665161,643289,676694,663656
